760|4031|4122|NVX
759|4027|4118|MOD
758|4026|4118|MOD
757|4030|4119|PFR
756|4029|4120|PFR
755|4028|4121|PFR
754|4024|4117|MOD
753|4025|4117|MOD
752|4023|4116|MED
751|4022|4115|PFR
750|4021|4115|PFR
749|4015|4112|PMC
748|4014|4109|PMC
747|4017|4111|SEQ
746|4020|4114|PMC
745|4019|4108|SEQ
744|4016|4113|PMC
743|4013|4107|SEQ
742|4018|4110|SEQ
741|4012|4106|SEQ
740|4011|4105|SKB
739|4010|4104|BN
738|4007|4103|IDB
737|4006|4101|SKB
736|4009|4102|MSD
735|4008|4102|MSD
734|4003|4099|MOD
733|4004|4099|MOD
732|4005|4100|BN
731|4001|4097|MSD
730|4002|4098|PMC
729|4000|4095|PMC
728|3099|4096|PMC
727|3098|4093|SKB
726|3097|3056|PMC
725|3096|3056|PMC
724|3095|4094|VAL
723|3094|4091|PFR
722|3092|4091|PFR
721|3093|4091|PFR
719|3094|4092|PFR
718|3092|4092|PFR
717|3093|4092|PFR
716|3091|4090|PFR
715|3090|4089|MIP
714|3082|4082|MOD
713|3085|4086|MOD
712|3083|4083|MOD
711|3084|4086|MOD
710|3086|4087|PFR
709|3087|4084|PFR
708|3088|4085|PFR
707|3089|4088|PFR
706|3081|4081|NVX
705|3080|4080|MED
704|3079|4079|PMC
703|3078|4078|PMC
702|3073|4076|PFR
701|3074|4076|PFR
700|3072|4076|PFR
699|3069|4072|PMC
698|3066|4070|SEQ
697|3071|4069|PMC
695|3067|4071|SEQ
694|3070|4073|PMC
693|3075|4066|SEQ
692|3068|4068|SKB
691|3077|4074|PMC
690|3076|4067|SEQ
689|3065|4065|IDB
688|3064|4064|SEQ
687|3063|4063|PMC
686|3062|4062|PMC
685|3061|4061|SKB
684|3060|4060|MSD
683|3059|4059|PMC
682|3058|4016|BN
681|3057|4056|PMC
680|3055|4058|PMC
679|3056|4057|PMC
678|3054|4055|NVX
677|3053|4054|SKB
676|3052|4053|MSD
675|3051|4052|SKB
674|3050|4050|PFR
673|3048|4049|PFR
672|3049|4051|MOD
671|3047|4048|PFR
670|3045|4046|PFR
669|3046|4047|PFR
668|3043|4044|MED
667|3044|4045|MOD
666|3038|4029|SEQ
665|3039|4030|SEQ
664|3037|4028|PMC
663|3036|4027|SEQ
662|3041|4033|PMC
661|3042|4032|PMC
660|3035|4026|SEQ
659|3040|4031|PMC
658|3034|4025|SEQ
657|3033|4023|PMC
656|3032|4024|SKB
655|3031|4022|IDB
654|3029|4021|PFR
653|3030|4021|PFR
651|3026|4019|SKB
650|3027|4018|SKB
649|3025|4017|MIP
648|3024|4016|BN
646|3023|4015|MOD
645|3022|4013|MOD
644|3021|4012|MOD
643|3020|4011|PMC
641|3019|4009|PMC
640|3018|4010|PMC
639|3017|4008|PFR
638|3016|4008|PFR
637|3014|4007|PMC
636|3015|4006|MOD
635|3013|4005|VBI
634|3012|4004|PFR
633|3011|4004|PFR
632|3010|4003|SKB
631|3008|4002|PFR
629|3007|4001|PFR
628|3006|4001|PFR
626|3005|4000|PFR
625|3004|4000|PFR
624|3003|4000|PFR
623|3001|3099|PFR
622|3002|3099|PFR
621|2098|3096|SEQ
620|2097|3095|SEQ
619|2096|3094|SEQ
618|2095|3097|MED
617|3000|3098|MSD
616|2099|3098|MSD
615|2094|3090|SEQ
614|2093|3089|SEQ
613|2092|3093|PMC
612|2091|3091|SKB
611|2090|3092|SEQ
610|2089|3086|PMC
609|2088|3085|PMC
608|2086|3083|PMC
607|2087|3084|PMC
605|2085|3087|PMC
604|2084|3088|IDB
603|2083|3082|BN
602|2082|3081|NVX
601|2080|3080|MOD
600|2081|3079|PMC
599|2078|3077|PMC
598|2079|3078|PMC
597|2077|3076|JSN
595|2076|3075|ASZ
594|2075|723|VAL
593|2074|3074|PFR
592|2073|3074|PFR
591|2072|719|SKB
590|596|3073|MSD
589|597|3073|MSD
588|2071|3072|MSP
587|2070|3071|MOD
586|2069|3070|MED
585|2068|3007|SEQ
584|2067|3069|SEQ
583|2063|3068|PMC
582|2064|3067|PMC
581|2065|3065|PMC
580|2066|3066|PMC
579|2062|3064|IDB
578|2060|3063|SEQ
577|2061|3062|SEQ
576|2059|3061|PMC
575|2055|3060|SKB
574|2058|3059|SEQ
573|2057|3058|SEQ
572|2056|3057|SEQ
571|2054|3056|PMC
570|2053|3055|MSP
569|2052|3052|PMC
568|2051|3054|PMC
567|2050|3053|PMC
566|2049|3051|PMC
565|2049|3050|PMC
564|2048|3049|PMC
563|2047|3048|PMC
562|2046|663|PAX
561|2045|3047|MED
560|2044|3046|PMC
559|658|3045|PMC
558|2043|3043|SEQ
557|2042|3044|SEQ
556|2039|3042|SEQ
555|2040|3041|SEQ
554|2041|3040|SEQ
553|2036|3039|SKB
552|2037|3038|SEQ
551|2038|3036|IDB
550|2035|3037|IDB
549|2034|3034|PMC
548|2032|3035|PMC
547|2033|3033|PMC
546|2031|3031|PMC
545|2030|3030|PMC
544|2029|3032|PMC
543|2028|3029|PMC
542|2027|3028|SKB
541|2025|3026|SEQ
540|2026|3027|SEQ
539|2024|3025|MED
538|2023|696|SKB
537|2022|3024|PMC
536|2021|3023|SEQ
535|2020|3022|PMC
534|2019|3021|PMC
533|2018|3020|PMC
532|2017|3019|PMC
531|2016|3018|SEQ
530|2015|3017|SEQ
529|2014|3016|SEQ
528|2013|3015|SEQ
527|2012|3014|PMC
526|2011|3013|DVX
525|2010|3012|SKB
524|2008|3010|IDB
523|2009|3011|IDB
522|2007|3009|DVX
511|2006|3008|PMC
510|654|3007|NOV
509|2002|3006|VAL
508|1043|3005|PMC
507|2004|3004|SEQ
506|2003|3003|MED
501|2001|3001|SEQ
329|1049|724|PMC
328|1048|723|VAL
327|1047|722|DVX
326|1046|721|MED
325|1045|720|SKB
324|1044|719|SKB
322|1042|663|PAX
321|1041|660|PAX
320|1040|520|MSD
319|566|447|PMC
318|1036|714|SEQ
317|1039|717|SEQ
316|1038|716|SEQ
315|1037|715|SEQ
313|1035|713|PMC
312|1034|712|PMC
311|1033|711|PMC
310|1032|710|PMC
309|1031|709|PMC
308|1030|708|PMC
307|1029|707|SEQ
306|1028|706|SEQ
305|1027|705|IDB
304|1026|704|IDB
303|1025|703|SEQ
302|1024|702|SEQ
301|1022|700|PSC
300|1023|701|PSC
299|1021|699|SKB
298|1020|698|SEQ
297|1019|697|SKB
296|1015|696|SKB
294|1017|694|SKB
292|1015|692|SKB
291|1014|690|SKB
290|1014|689|SKB
289|660|360|PMC
288|1011|688|SKB
287|1012|688|SKB
286|1010|686|SEQ
285|1009|685|SEQ
284|1007|684|IDB
283|1006|683|IDB
282|1008|682|PMC
281|1005|681|PMC
280|1004|680|PMC
279|1003|679|PMC
278|1002|678|PMC
277|1001|677|SKB
275|999|675|PMC
274|998|674|IDB
273|997|673|IDB
272|996|672|PSC
268|992|668|SEQ
265|989|665|SEQ
263|988|664|SEQ
262|987|632|VAL
262|987|632|INT
260|985|662|SEQ
259|984|515|PMC
257|982|661|NOV
256|979|659|SKB
255|978|657|NOV
254|977|658|NOV
253|976|656|PSC
252|975|655|MED
251|974|654|CSL
250|973|653|CSL
249|972|652|PMC
243|964|643|IDB
242|963|642|IDB
241|967|646|SKB
240|968|647|NOV
239|966|645|PMC
238|965|644|PMC
237|961|641|MBL
236|896|640|MSD
235|751|634|NOV
234|744|634|NOV
233|736|636|PMC
232|745|622|PMC
230|734|400|NOV
229|737|605|MSD
228|738|605|MSD
227|732|606|MSD
225|729|333|MSD
224|597|463|MSD
223|728|603|PFR
222|727|603|PFR
221|2005|603|PFR
220|697|591|PMC
219|691|554|IDB
217|722|584|NOV
216|718|377|SKB
215|725|581|SKB
213|715|550|PMC
212|717|549|PMC
211|694|533|PMC
210|714|548|PSC
209|713|341|MSD
208|712|341|MSD
207|711|332|MSD
206|710|331|MSD
205|709|330|MSD
204|708|329|MSD
203|705|543|NOV
202|706|542|NOV
201|704|541|NOV
200|703|574|CSL
199|702|539|CSL
198|698|538|MED
196|695|534|PMC
194|701|536|PMC
193|700|535|PMC
192|693|532|PMC
191|689|589|IDB
189|690|562|IDB
187|688|520|MSD
186|687|531|SKB
185|680|514|SKB
184|680|513|SKB
183|679|339|MSD
182|678|339|MSD
181|677|344|MSD
180|676|344|MSD
179|674|328|MSD
178|675|328|MSD
177|673|512|NOV
176|672|511|NOV
175|670|500|PSC
173|667|363|PMC
172|669|363|PMC
171|658|369|PMC
169|659|373|BRR
169|659|373|TVA
168|516|355|NOV
167|666|456|PMC
166|665|473|PMC
165|664|396|SKB
164|663|515|PMC
163|662|474|PMC
162|661|455|PMC
160|659|372|BRR
